cgpa,project_score,sports_score,internships,certifications,workshops,clubs,problemSolvingRank,extraPoints,coPoints,attendance,tier
8.38,43,354,1,2,2,1,527,10,43,83,2
7.52,152,46,2,3,5,3,2410,65,80,74,2
9.88,413,193,1,4,5,1,677,21,43,68,1
9.37,269,223,0,3,1,3,193,62,24,67,1
9.35,341,398,4,5,4,2,1421,78,42,92,1
7.87,170,236,1,0,0,3,827,7,69,85,2
7.66,155,279,2,2,2,2,488,82,61,76,1
7.09,477,467,4,6,4,1,286,72,61,90,1
6.23,274,9,2,3,4,1,1268,68,99,70,2
9.46,357,375,2,4,2,1,835,71,24,85,1
9.25,425,471,1,6,4,2,1300,96,100,63,1
10.0,19,151,0,7,4,0,1123,14,15,67,1
9.99,482,343,2,7,2,0,1307,14,7,83,1
8.22,213,103,1,0,1,3,2928,6,27,82,2
9.08,78,495,2,2,5,1,2157,84,70,73,2
9.78,138,123,4,2,0,0,2291,25,91,98,1
9.4,437,184,0,6,2,4,1065,64,94,78,1
6.99,97,495,2,0,3,1,1248,50,57,61,2
7.8,376,289,0,0,4,4,2099,89,29,63,2
6.52,151,40,0,0,0,0,1377,25,2,70,2
9.82,197,423,4,5,0,2,2128,91,44,91,1
8.42,272,10,4,3,2,4,1565,8,58,78,1
6.91,155,217,3,1,3,4,347,25,68,84,1
8.69,49,0,0,5,3,1,1759,76,98,92,2
8.47,478,413,2,2,1,3,2099,4,55,72,1
7.43,227,500,4,6,3,2,1339,17,3,100,1
6.45,438,170,2,3,5,1,600,52,24,62,1
8.69,456,337,0,7,2,1,896,22,72,74,1
8.08,9,281,4,4,0,0,2697,91,46,89,2
9.09,148,52,3,2,0,3,1133,100,40,95,1
8.08,57,124,0,5,3,3,454,68,96,70,2
9.41,161,174,2,7,4,2,1310,60,4,63,1
8.21,350,264,3,7,5,2,90,90,38,87,1
8.24,476,264,0,1,1,3,1320,83,69,98,2
9.51,106,384,4,4,3,4,1543,99,71,89,1
7.61,426,198,0,2,5,4,2504,100,26,61,2
6.54,394,255,1,6,2,1,1163,33,98,73,1
6.12,288,171,2,1,1,3,1539,77,23,78,2
9.02,185,58,4,0,5,1,1924,46,50,90,1
8.48,45,439,4,1,3,4,1789,69,98,92,2
8.82,444,105,1,2,1,2,1249,26,26,69,1
6.85,445,434,3,1,4,3,1797,1,39,63,2
6.55,128,124,4,5,2,0,674,8,95,99,1
6.06,404,15,3,2,3,1,1678,74,14,95,2
7.4,317,37,3,2,0,3,1421,53,45,88,1
8.36,447,394,3,6,2,0,445,4,71,72,1
7.57,86,242,0,1,4,1,2481,74,30,75,3
7.75,248,408,1,1,5,4,45,2,71,90,1
9.62,328,476,2,5,4,1,1304,89,38,97,1
7.39,439,466,1,4,0,2,2270,13,93,92,2
8.06,256,209,4,7,2,1,1215,8,87,70,1
9.13,276,494,1,4,3,1,1995,82,37,85,2
7.59,277,314,2,3,0,3,1545,80,1,63,2
8.49,437,284,0,2,3,3,2751,48,31,93,2
9.45,3,463,4,7,1,4,2360,57,47,97,1
9.8,64,493,0,4,3,2,333,87,54,96,1
6.59,434,167,4,6,1,2,1357,77,70,67,1
9.71,201,263,2,7,3,4,199,9,96,98,1
7.97,62,97,0,7,1,0,511,6,86,89,1
7.03,142,133,2,3,2,1,128,12,92,79,1
7.84,243,428,2,5,4,3,1066,34,45,75,1
9.92,291,364,1,2,2,4,2561,60,31,74,2
7.97,284,180,4,5,0,4,1088,94,44,63,1
7.32,179,221,3,6,2,3,2632,37,48,95,2
8.53,173,363,3,7,2,3,2885,36,92,86,2
6.96,324,481,0,3,4,0,2454,92,11,95,2
6.3,412,148,2,4,5,2,964,69,37,93,1
6.52,110,243,1,3,2,3,506,7,1,78,2
6.51,174,312,4,1,0,4,2216,88,70,99,2
6.61,474,75,0,5,2,1,2478,68,39,80,2
6.56,152,368,2,3,2,0,575,73,61,80,1
8.56,463,261,3,5,2,1,1885,22,7,84,1
6.73,399,230,3,7,2,1,1799,0,18,76,1
7.38,355,190,4,0,4,2,216,12,61,77,1
9.59,216,379,4,0,4,1,1583,100,53,99,1
7.9,296,133,4,3,0,4,2538,25,36,86,1
8.67,448,308,0,0,5,4,2913,82,72,63,2
6.69,452,251,4,3,0,3,2920,89,14,90,2
6.77,488,387,0,5,0,2,1734,59,24,78,2
6.16,403,244,1,7,5,3,2184,49,63,76,2
6.68,452,264,2,6,2,1,690,50,11,93,1
7.11,419,324,3,6,5,4,886,56,66,94,1
6.71,476,329,0,3,3,3,590,65,74,76,1
6.35,239,366,2,3,2,4,1165,62,95,79,2
6.48,225,455,4,7,3,3,2866,40,87,75,2
7.84,185,342,3,0,0,0,2894,82,8,64,2
6.83,47,3,0,2,2,2,2211,75,20,93,3
7.46,465,441,4,3,5,3,2073,34,31,98,1
8.01,385,36,2,3,5,1,2493,95,5,66,2
8.76,207,70,1,1,5,4,31,52,83,68,1
6.16,156,261,2,1,5,4,1783,76,15,73,2
9.2,224,236,0,4,0,2,561,99,50,75,1
8.51,143,306,1,0,4,2,683,64,91,83,2
6.33,418,489,1,2,0,0,2349,32,85,67,2
9.49,110,462,4,6,2,3,2676,52,42,85,1
9.68,317,354,2,3,4,0,2260,3,86,76,1
6.24,362,177,0,6,5,3,1514,1,32,85,2
7.11,361,95,1,3,4,3,1381,7,6,62,2
9.22,464,397,4,0,3,2,1031,79,11,66,1
8.99,131,226,1,4,1,2,1226,21,18,64,1
6.74,112,10,2,4,4,3,646,73,46,79,1
6.84,323,265,3,1,1,2,1241,72,63,97,1
7.48,434,188,0,6,0,3,454,70,77,99,1
7.94,88,208,3,0,0,2,2349,80,24,64,2
8.47,160,12,2,4,4,1,2742,29,92,84,2
7.48,333,376,3,4,3,3,2684,74,70,68,2
7.85,407,161,2,6,0,4,1169,42,58,73,1
8.99,74,59,2,2,1,1,343,54,19,70,1
6.15,280,492,4,1,4,0,2461,14,52,77,2
7.01,411,434,3,1,4,2,704,70,94,80,1
8.85,6,4,1,1,3,0,2659,60,36,65,2
9.58,112,495,2,5,4,4,632,66,37,62,1
8.05,35,201,3,4,2,2,2919,22,99,69,2
8.13,265,415,1,3,1,0,2164,26,99,80,2
6.43,112,11,0,5,5,1,1428,93,20,68,2
7.79,291,435,1,7,2,0,2842,47,63,100,2
8.13,222,396,3,4,2,2,2525,60,83,77,2
6.97,210,340,3,4,1,1,1949,15,46,93,2
7.08,17,239,1,6,4,4,383,13,48,73,1
7.51,240,437,1,7,4,0,1186,51,100,62,1
6.08,133,372,2,7,2,3,517,85,100,96,1
7.29,219,377,3,0,5,2,1229,19,96,87,2
6.85,390,224,2,6,1,3,2438,9,93,73,2
7.31,101,181,2,1,0,3,2528,57,81,82,2
6.48,139,296,0,1,1,0,2020,28,49,71,3
9.56,168,303,3,6,5,3,2337,3,1,76,1
8.37,497,306,2,2,2,1,2731,94,73,95,2
8.72,190,430,0,1,1,4,955,77,48,98,2
9.16,481,177,2,4,1,4,1825,4,59,94,1
7.99,24,117,2,0,0,3,1235,37,8,69,2
6.35,464,351,3,2,3,2,1897,67,21,73,2
8.15,436,75,1,4,3,3,1170,74,22,84,1
8.35,32,45,1,4,0,2,2190,88,53,78,2
8.98,342,226,3,7,1,4,1941,11,51,80,1
7.73,328,355,1,5,2,1,2983,51,41,100,2
6.51,5,293,4,2,0,2,1183,94,49,89,2
7.14,445,239,1,5,3,4,81,74,68,98,1
7.45,193,347,2,7,5,0,1159,95,50,71,1
8.58,229,140,2,4,3,3,1365,74,80,99,1
8.28,136,203,0,4,0,2,1095,70,97,69,2
7.42,322,149,3,7,1,1,2390,65,7,72,1
9.95,399,491,0,5,4,3,2326,64,38,62,2
8.42,472,129,2,7,2,4,92,88,22,94,1
6.95,215,348,2,0,4,4,191,72,76,93,1
6.41,494,332,0,0,2,4,1256,45,56,60,2
6.61,348,482,4,5,4,2,1280,99,41,62,1
6.98,363,268,1,0,4,0,569,92,17,85,2
6.64,182,312,4,1,2,0,2782,9,49,89,2
6.75,167,417,4,2,5,4,2221,90,89,63,2
7.14,281,402,4,0,2,3,1005,18,79,96,1
6.69,37,136,4,4,3,1,464,82,60,67,1
9.59,162,115,1,1,1,3,2517,19,45,98,2
6.32,470,350,3,2,1,2,1549,28,37,96,1
8.1,451,160,0,0,3,0,1519,66,42,90,2
7.64,442,154,4,0,5,1,964,21,49,89,1
9.93,489,172,4,2,4,4,1630,55,72,85,1
6.45,141,129,0,0,5,4,1166,85,37,75,2
7.59,500,78,0,5,5,2,293,92,5,81,1
9.88,247,466,3,2,2,2,1787,22,4,91,1
9.46,430,56,2,2,0,2,1497,39,73,72,1
9.27,102,350,3,7,4,2,347,89,86,84,1
7.03,198,56,2,4,1,4,1294,46,69,73,2
6.68,199,399,1,6,2,4,450,62,12,60,1
8.67,41,362,3,2,3,2,706,85,8,76,1
9.72,434,334,1,6,5,4,673,37,37,99,1
8.23,146,133,0,3,4,2,2946,8,31,75,3
8.29,65,13,3,0,0,1,1717,84,15,80,2
7.12,430,282,0,6,4,2,2103,99,80,98,2
9.08,192,293,4,4,3,2,1531,49,95,86,1
6.75,297,146,0,6,0,1,2221,60,31,66,2
7.29,37,420,4,1,4,0,1829,99,3,87,2
7.7,140,126,2,6,3,3,2778,95,54,90,2
8.03,105,490,4,6,4,2,2902,95,11,94,2
6.97,427,259,2,3,2,1,639,97,50,92,1
6.46,151,313,4,2,4,1,1022,60,27,88,1
8.44,351,217,4,1,5,4,647,22,5,98,1
7.15,413,392,1,6,3,2,1165,25,3,83,1
8.32,325,232,1,1,1,1,2096,79,7,95,2
6.62,37,368,0,1,3,0,2716,2,28,76,3
7.92,96,167,1,1,4,0,429,65,26,65,2
8.13,107,142,2,7,2,3,2264,35,60,92,2
6.21,118,488,1,4,1,4,2723,72,59,85,2
7.35,150,484,0,4,5,4,1149,91,85,66,2
6.54,73,259,3,1,3,4,511,87,61,96,1
6.25,56,217,2,3,1,2,2981,44,49,75,3
9.96,365,307,3,7,2,0,1161,91,63,61,1
7.29,334,145,2,0,5,2,882,70,45,82,1
9.24,251,488,0,5,0,1,1154,89,46,100,1
7.02,406,436,1,0,1,3,2490,45,2,98,2
8.73,291,442,3,4,3,3,278,64,8,91,1
9.04,312,98,3,3,2,2,510,34,89,95,1
8.38,254,181,1,3,3,3,485,81,11,88,1
7.89,253,168,0,2,2,2,280,85,10,67,1
7.65,384,232,1,7,3,4,2785,76,75,74,2
7.4,455,443,4,7,2,1,913,15,25,73,1
9.72,258,92,4,4,4,4,2234,46,56,65,1
9.32,269,116,4,3,3,3,1087,92,82,72,1
9.86,464,471,3,3,2,1,191,20,79,71,1
6.5,33,3,3,0,0,0,1388,8,29,86,2
8.92,494,84,0,3,2,2,1395,92,59,93,1
9.75,325,166,2,3,0,1,1836,75,4,70,1
6.72,324,6,1,6,5,2,2754,7,63,87,2
6.27,237,380,2,1,1,1,229,73,36,66,1
8.96,178,406,3,6,2,3,348,97,8,94,1
8.3,488,231,1,7,1,4,463,46,30,94,1
9.37,103,250,3,0,1,3,1176,83,65,79,1
6.56,28,84,0,0,4,0,840,79,79,70,2
9.18,226,318,1,1,5,3,710,41,85,80,1
6.81,465,192,3,0,2,1,435,10,87,61,1
6.65,231,122,4,7,4,0,2168,56,41,80,1
6.66,303,424,4,2,5,1,2302,77,79,86,2
9.26,349,88,3,5,4,4,1229,94,19,81,1
8.66,334,94,2,2,1,2,988,39,76,84,1
8.09,116,374,0,4,3,4,2410,33,45,95,2
7.44,206,299,0,7,1,4,1924,3,62,90,2
9.51,399,357,3,5,5,4,1914,49,16,75,1
7.57,184,44,0,0,5,1,1695,47,20,96,2
9.27,480,252,1,0,1,2,286,6,19,80,1
7.76,137,452,0,2,5,1,1576,41,49,88,2
7.51,402,372,4,4,0,0,1262,64,86,60,1
7.85,484,478,3,6,3,1,629,49,15,100,1
7.21,497,50,1,4,1,4,556,45,86,62,1
8.99,322,64,0,2,3,3,732,87,10,85,1
8.01,163,53,4,2,0,3,674,41,66,94,1
6.93,387,439,2,7,3,1,167,91,57,68,1
9.6,74,221,0,5,2,4,2692,23,17,87,2
7.54,232,465,4,1,0,4,1240,76,90,68,1
8.17,416,71,4,7,3,3,1435,9,48,72,1
9.63,283,375,4,4,4,2,298,25,26,82,1
8.5,479,473,4,4,3,2,2934,1,25,100,1
6.47,376,167,2,1,0,4,855,96,91,97,1
9.76,254,185,3,2,4,0,1642,91,96,62,1
8.51,463,142,4,6,5,0,1147,90,57,80,1
7.34,8,18,3,1,3,0,565,69,100,90,1
6.56,202,9,2,1,3,0,1668,60,82,74,2
9.18,389,471,2,3,0,0,1683,57,8,76,1
8.48,378,271,1,4,4,3,1351,50,7,73,1
8.13,304,170,1,2,4,4,1057,80,83,75,1
9.58,90,414,4,3,3,1,590,96,91,76,1
9.15,380,363,3,5,5,3,2941,78,23,85,1
6.61,331,15,2,7,2,3,2893,45,84,73,2
7.25,149,79,0,3,0,4,454,2,44,95,2
6.99,359,283,1,6,0,2,2643,73,59,81,2
8.98,175,189,1,3,1,3,2238,92,9,62,2
6.13,484,147,0,2,4,3,995,70,11,62,2
8.28,404,162,3,1,4,1,2033,49,58,74,1
9.05,32,442,3,2,1,0,883,35,81,63,1
9.51,464,264,3,4,3,3,560,51,22,91,1
7.37,183,359,4,5,3,0,1785,43,60,75,1
9.29,156,137,4,6,0,4,346,85,37,89,1
6.44,52,300,0,5,3,3,580,94,95,92,2
9.39,295,465,2,7,2,1,860,13,93,96,1
6.51,201,364,0,5,2,1,1435,65,54,67,2
7.59,273,492,2,6,2,4,2931,48,52,90,2
9.19,174,398,0,7,1,0,1196,69,10,89,1
6.6,243,492,4,4,5,2,2375,82,76,97,2
6.92,268,29,3,1,2,4,1337,26,57,62,2
8.89,410,303,1,2,1,2,1417,69,38,79,1
8.88,445,479,0,1,0,1,354,1,94,64,1
8.56,73,167,0,1,0,1,1015,76,15,64,2
8.78,95,90,1,2,5,3,2312,46,29,61,2
8.17,360,90,0,4,2,1,696,59,12,85,1
7.01,172,210,3,2,1,0,522,9,91,75,1
7.38,386,329,1,5,2,1,2753,60,98,99,2
6.73,405,299,1,4,5,3,256,39,53,91,1
9.63,154,173,3,0,5,4,1069,4,17,61,1
8.33,182,133,3,0,3,3,785,13,49,100,1
7.6,322,372,1,0,1,4,82,94,28,86,1
7.85,288,23,3,5,1,3,1250,88,82,74,1
9.79,257,200,3,6,1,1,995,69,3,82,1
6.61,74,218,3,6,1,2,2176,75,62,81,2
8.34,173,6,1,7,3,0,1347,66,36,79,1
8.02,329,5,0,3,2,2,844,22,35,60,2
8.45,230,117,2,7,0,0,676,64,19,94,1
6.07,246,160,1,4,5,1,1033,78,77,88,2
9.49,160,84,2,4,4,3,163,76,18,81,1
9.73,185,365,3,2,4,3,963,37,38,88,1
8.26,390,247,3,4,1,4,2777,13,6,81,2
8.79,142,165,0,2,1,2,118,18,26,70,1
9.69,281,427,3,3,0,0,1882,8,29,80,1
8.83,394,144,2,2,4,3,2149,91,76,70,2
6.61,127,30,1,0,1,1,2672,32,96,81,3
8.31,165,420,1,2,5,3,859,32,97,68,2
8.43,26,394,0,2,5,4,412,44,35,66,2
7.7,245,219,2,2,3,3,1850,38,99,63,2
8.95,486,132,3,4,4,1,2515,32,23,94,1
9.74,134,63,4,1,3,3,571,3,63,71,1
9.7,384,75,0,7,0,0,2969,81,97,98,2
7.8,201,130,0,1,0,0,994,25,96,86,2
6.45,20,311,4,5,4,3,15,24,24,96,1
9.94,78,318,1,1,5,1,1168,98,85,88,2
9.36,157,360,1,5,2,1,823,81,10,75,1
6.5,93,37,1,4,4,3,250,32,64,72,2
9.68,7,53,4,0,3,1,388,17,37,66,1
9.48,471,129,3,1,2,0,2330,28,91,89,1
8.08,338,217,3,1,3,0,2799,7,88,69,2
8.37,258,1,2,6,3,0,1465,48,15,96,1
7.6,54,245,2,6,3,4,1919,65,46,98,2
6.22,398,139,1,3,1,2,2432,67,8,89,2
7.34,35,295,4,7,2,0,47,78,20,95,1
9.21,5,257,0,7,1,3,944,71,13,71,1
6.02,376,104,3,6,1,4,604,93,96,92,1
7.33,41,380,4,5,3,3,1062,46,20,60,1
7.59,49,335,2,5,0,1,2660,38,41,82,2
8.15,111,477,3,7,5,2,1086,87,20,84,1
9.68,145,184,3,3,4,4,573,63,65,97,1
7.39,229,302,4,0,0,1,2762,11,18,75,2
7.39,210,493,2,7,3,1,2166,35,19,72,2
8.95,496,243,4,2,4,0,481,13,2,94,1
7.81,305,163,0,2,5,3,1032,95,34,68,2
6.9,29,131,3,3,4,1,1130,50,82,88,2
7.81,460,202,4,3,5,1,292,54,14,71,1
6.56,294,500,4,0,3,1,2005,77,17,96,2
6.71,115,407,0,0,1,2,2616,27,21,94,3
7.99,395,209,4,4,4,4,532,42,56,63,1
7.68,225,346,3,2,5,0,2231,19,92,64,2
9.66,58,100,1,4,4,4,930,12,58,84,1
7.45,75,445,1,1,4,1,1638,45,58,87,2
8.32,427,385,2,5,4,2,1899,44,16,75,1
8.53,215,270,0,5,2,1,2396,80,10,79,2
6.05,131,458,2,0,1,3,2336,29,1,66,2
8.65,419,474,1,2,2,4,204,47,9,96,1
6.71,497,48,0,2,2,0,1737,16,85,76,2
9.84,303,367,4,4,5,2,335,95,16,76,1
6.59,397,238,4,3,3,4,1236,43,89,86,1
7.66,80,214,3,3,1,1,2730,82,46,80,2
6.34,304,290,1,0,0,0,143,72,66,93,2
9.99,66,371,4,6,1,2,2141,42,37,99,1
8.01,229,349,0,5,0,1,122,63,50,79,1
8.38,470,430,4,3,5,1,725,89,21,91,1
6.27,332,279,2,1,5,4,394,0,83,97,1
9.0,392,466,2,2,4,1,1464,48,98,81,1
6.84,276,315,2,3,5,1,885,18,58,74,1
9.59,360,476,2,0,0,2,1973,11,78,95,2
6.82,71,76,2,1,0,1,2298,27,9,87,2
6.76,208,303,3,5,5,3,1641,30,32,61,1
6.15,271,150,2,5,0,3,2874,59,86,92,2
7.89,143,395,3,4,4,0,469,76,5,96,1
8.26,250,496,3,4,4,3,1891,52,30,81,1
6.26,283,495,4,1,2,3,492,52,25,87,1
9.1,178,296,0,0,0,4,465,10,12,69,2
7.81,439,156,2,7,1,3,1786,11,15,75,1
8.1,79,197,0,6,3,1,2156,86,35,73,2
7.76,56,434,1,7,2,4,1086,57,92,94,1
7.6,365,383,3,4,0,3,2105,46,86,86,1
8.24,307,406,1,2,2,1,2811,92,75,70,2
6.62,173,286,3,5,5,0,959,62,35,66,1
6.73,461,492,2,5,5,4,2180,8,44,99,2
9.45,237,404,1,2,5,1,1102,13,24,93,1
9.78,491,23,4,7,0,4,872,95,23,64,1
7.49,165,455,1,5,0,0,1442,66,90,98,2
7.08,83,491,3,5,2,0,1824,6,96,83,2
8.58,492,8,3,5,0,4,2894,5,18,85,1
7.63,47,405,0,0,0,1,996,34,64,94,2
6.1,126,131,1,7,3,2,1186,90,28,81,2
6.62,168,76,4,0,1,4,1832,54,92,100,2
8.86,353,225,2,6,4,2,2595,27,44,63,1
8.64,373,130,0,2,3,1,527,22,61,97,1
6.11,442,484,1,0,4,3,2867,9,42,79,2
6.89,348,375,0,1,4,4,1044,80,16,96,2
6.92,66,411,1,0,1,0,2524,53,59,62,3
8.69,329,89,2,7,3,3,1062,61,93,95,1
6.08,339,497,2,5,0,1,1685,14,24,63,2
6.42,193,116,4,2,1,0,1240,13,96,65,1
9.2,154,109,0,7,0,4,2058,10,33,71,2
6.71,159,376,4,6,0,1,100,54,40,60,1
8.61,183,353,1,3,5,4,1462,92,13,83,2
6.95,265,270,2,7,0,3,1417,17,56,78,1
6.4,167,391,2,7,0,4,2774,25,25,63,2
6.97,144,431,3,6,3,0,1962,46,17,90,2
8.89,185,226,3,0,4,4,101,88,19,63,1
9.42,373,471,4,4,4,3,151,39,70,79,1
9.32,352,243,0,1,3,3,2090,42,29,95,2
7.59,261,307,1,6,4,0,962,64,28,62,1
8.67,422,54,4,1,5,2,2067,2,65,87,1
6.82,494,36,2,1,1,2,2964,18,11,88,2
7.17,273,387,2,7,0,4,1436,10,20,77,1
9.59,456,54,2,7,0,3,2553,91,73,69,1
6.05,327,11,1,4,5,1,124,81,33,71,1
6.34,344,402,4,4,0,1,2561,52,37,72,2
6.83,222,462,1,1,2,3,1419,13,96,96,2
6.11,41,184,2,1,1,1,2748,76,69,82,3
6.73,3,477,3,1,2,0,2719,82,59,92,2
8.33,275,236,4,0,3,4,2125,43,84,61,1
7.69,283,292,3,5,2,3,920,50,55,89,1
9.57,423,203,4,4,4,4,530,31,58,94,1
9.27,192,210,2,2,4,0,186,42,55,89,1
7.37,103,225,3,6,1,1,503,32,91,79,1
7.04,246,6,3,5,2,3,2833,5,57,85,2
7.52,299,219,4,0,2,0,2350,29,72,93,2
8.36,22,310,3,2,0,0,112,73,84,83,1
7.07,440,27,3,0,1,4,2014,29,73,76,2
8.5,302,476,2,0,0,3,2067,72,54,93,2
7.64,12,292,4,2,1,4,1932,5,28,79,2
8.21,143,211,4,1,1,4,2028,69,79,96,2
7.74,217,188,0,5,2,0,2354,83,82,65,2
7.18,182,74,4,2,5,4,962,80,31,94,1
9.79,350,241,2,3,0,1,2452,1,11,67,1
9.05,241,113,3,4,3,1,2566,1,23,86,1
6.56,192,166,0,3,0,0,1415,9,41,61,2
9.47,464,105,3,5,3,4,352,60,64,68,1
7.95,271,150,4,0,4,1,2359,0,46,82,2
9.58,374,435,1,2,1,2,2529,33,42,83,2
9.2,164,365,3,1,0,2,1994,35,41,81,2
7.7,179,83,4,5,1,4,1148,39,96,73,1
6.09,116,211,2,1,5,0,877,19,45,80,2
7.07,265,266,4,6,0,1,2921,95,12,71,2
8.17,377,321,0,6,4,3,2575,55,28,98,2
8.53,37,268,1,3,0,3,2911,16,1,95,2
7.03,43,460,1,6,4,1,285,59,56,92,1
6.56,350,424,1,3,1,4,1874,38,63,60,2
9.34,73,176,2,0,2,2,2247,85,39,82,2
9.94,437,270,1,4,5,2,1826,4,10,62,1
8.1,368,311,3,0,3,1,1492,64,50,82,1
6.69,225,181,2,5,1,2,93,94,50,73,1
7.09,306,158,4,1,5,1,549,17,74,68,1
6.07,307,188,0,5,5,0,1728,68,94,86,2
9.66,453,185,2,6,2,2,2143,61,4,75,1
6.47,347,470,0,2,1,4,403,88,54,84,2
8.31,475,443,2,3,1,2,2119,70,48,87,1
7.1,314,308,4,1,0,1,1542,13,66,84,1
8.22,12,469,0,6,4,3,759,6,53,90,2
8.61,424,245,2,0,4,2,355,93,81,82,1
9.32,11,316,0,4,0,1,567,16,93,70,2
6.83,49,463,1,2,0,2,807,12,20,93,2
6.04,487,383,1,4,1,2,98,23,74,71,1
6.55,312,41,1,0,4,2,2308,99,76,86,2
9.6,433,284,3,7,1,3,1825,62,76,86,1
9.5,248,467,1,0,2,1,2283,11,59,79,2
8.39,118,475,1,1,2,0,322,17,66,68,1
8.4,56,410,4,6,0,4,2946,22,15,67,2
8.66,181,299,0,2,4,3,2446,21,25,72,2
6.7,449,476,0,5,2,4,690,24,77,100,1
9.66,263,388,1,0,4,4,220,43,3,60,1
7.68,105,435,0,7,4,0,2983,24,100,60,2
7.53,190,368,2,7,3,2,2710,99,89,93,2
8.08,136,361,1,1,2,0,810,20,14,90,2
6.19,187,485,1,0,2,4,1505,28,20,63,2
6.67,119,436,3,1,1,3,742,59,59,74,2
8.95,241,435,2,7,1,4,1268,7,40,74,1
6.33,318,293,1,4,5,4,441,4,76,98,1
8.41,71,427,1,1,4,0,2766,65,76,79,2
6.98,242,180,0,5,0,1,1289,51,37,63,2
7.56,130,370,1,4,1,4,1791,22,57,81,2
7.15,456,385,1,3,1,1,856,1,17,73,1
7.42,268,364,1,0,5,2,2077,85,47,80,2
8.88,392,181,1,3,5,4,965,84,63,84,1
7.19,478,339,3,2,4,0,426,48,79,80,1
8.27,472,490,2,7,5,2,828,80,47,97,1
7.9,51,494,3,3,2,3,2471,39,74,67,2
8.65,491,460,0,6,1,4,1883,60,89,85,1
9.75,61,217,4,1,0,0,2504,30,64,69,2
8.93,118,162,1,1,4,4,1340,88,95,93,2
6.86,364,45,0,7,2,0,1973,6,64,72,2
6.12,263,455,4,2,3,0,1868,24,51,75,2
7.05,238,91,1,2,0,1,2696,81,47,88,2
8.38,350,104,1,0,5,4,106,95,6,91,1
6.21,380,206,4,7,2,0,1641,57,61,77,1
7.99,254,438,3,6,4,0,149,60,13,88,1
8.39,172,497,4,1,3,2,2744,71,17,77,2
7.34,308,327,4,6,5,4,1712,13,12,63,1
9.08,236,138,2,6,5,2,1327,5,88,82,1
6.43,318,28,1,2,0,1,777,22,76,76,2
6.3,94,250,1,6,1,1,2126,78,99,96,2
8.91,336,452,3,5,1,0,897,85,16,90,1
7.98,494,190,3,6,0,0,2871,35,36,78,1
8.75,56,46,2,3,1,0,1311,66,48,94,2
7.74,437,366,2,6,4,4,1872,44,93,88,1
6.99,402,250,2,1,0,4,999,43,80,95,1
9.28,66,262,3,7,0,3,91,8,9,86,1
9.2,45,372,4,6,5,0,395,68,79,81,1
8.78,93,63,1,5,1,2,2370,11,97,69,2
7.09,137,337,1,7,5,3,444,92,22,83,1
8.36,368,319,0,6,0,4,2079,64,14,65,2
7.44,92,347,3,2,3,4,1202,96,70,82,2
6.37,231,267,3,6,0,0,1340,55,34,88,1
9.67,401,11,2,7,1,2,984,20,81,90,1
6.55,395,291,0,0,1,2,1703,61,78,81,2
9.8,48,28,0,6,1,1,899,20,57,62,1
7.78,22,138,3,5,1,0,954,90,42,96,1
6.74,61,436,2,4,4,4,2590,1,23,95,2
8.17,266,453,1,6,1,0,1091,7,38,65,1
9.49,328,84,2,1,3,0,186,11,58,76,1
8.93,117,73,1,6,0,1,2125,21,72,61,2
9.23,439,250,3,1,2,1,2229,48,72,81,1
8.64,87,223,2,6,2,3,2574,8,32,65,2
8.77,88,46,0,1,4,0,138,43,33,83,2
9.4,54,416,4,1,2,4,1486,37,22,83,1
7.0,152,80,0,4,1,1,2001,92,55,75,2
7.96,238,450,1,4,2,3,703,2,44,95,1
6.88,264,120,3,7,3,3,573,85,95,93,1
9.95,267,42,2,5,5,3,174,67,20,66,1
9.78,394,145,3,5,1,4,293,92,63,100,1
6.16,112,73,3,0,2,1,789,76,85,81,2
8.82,165,52,1,7,1,2,1427,87,1,80,1
9.7,155,232,3,1,4,4,1824,1,43,76,1
6.72,7,294,2,2,3,0,207,2,8,80,2
8.27,201,362,0,6,0,2,2025,14,89,86,2
9.66,216,199,3,3,5,4,2302,87,83,96,1
6.14,430,161,2,1,1,1,2840,49,40,80,2
8.79,291,36,2,5,3,3,969,25,78,100,1
7.19,380,424,1,4,4,4,1354,7,39,81,2
9.7,49,96,3,0,4,0,1968,52,57,100,2
9.88,106,48,1,1,3,0,424,4,99,87,1
9.78,8,383,0,6,2,0,1159,71,84,85,2
7.9,232,9,0,0,3,2,2606,45,78,70,3
9.45,187,39,2,2,2,3,2418,38,22,84,2
9.38,455,401,3,2,2,4,2011,31,68,63,1
7.28,322,152,2,2,3,2,126,94,33,71,1
9.32,308,105,3,2,4,4,1423,59,23,62,1
6.15,337,40,1,7,0,1,725,71,25,66,1
8.39,109,163,0,3,0,1,87,16,71,97,1
6.92,482,257,0,0,3,4,2289,22,7,81,2
6.48,144,210,1,1,1,2,1274,76,69,92,2
6.31,227,201,4,3,3,0,2758,56,89,95,2
8.79,308,432,4,1,0,2,2070,43,33,61,1
7.36,411,194,4,4,5,2,28,78,51,97,1
8.9,113,52,3,6,3,4,1462,44,43,61,1
6.26,62,146,1,5,5,2,19,91,90,64,1
7.26,398,498,3,3,5,1,1137,47,78,79,1
8.16,274,281,3,5,5,4,1927,93,81,90,1
9.16,123,309,1,3,4,4,207,14,65,81,1
7.28,85,242,3,5,0,4,928,37,24,99,1
